temperature_c,wind_speed_mps,solar_radiation_wm2,battery_level_percent,hour,solar_power_kwh,wind_power_kwh,energy_demand_kwh
-12.68,18.61,139.06,45.2,9,37.62,66.2,93.44
-36.36,18.82,0.0,44.51,23,0.0,51.45,112.27
-26.34,9.73,421.16,32.18,13,99.36,16.63,127.41
-12.33,7.59,0.0,41.12,22,0.0,25.24,75.79
-42.3,10.08,231.75,54.2,16,54.18,31.86,153.76
-29.5,19.47,41.44,78.63,17,8.55,51.76,136.68
-10.93,1.02,0.0,46.9,18,0.0,15.62,78.52
-28.84,31.75,80.67,46.29,16,11.1,77.52,122.85
-41.9,5.47,258.43,42.79,13,55.81,22.81,160.25
-23.3,7.7,164.93,58.26,8,34.99,19.81,96.99
-10.53,18.14,110.99,34.45,7,25.11,45.09,60.0
-21.39,24.85,0.0,58.85,1,2.9,83.98,82.4
-35.95,3.35,396.92,76.33,12,84.09,13.8,149.94
-29.63,11.12,0.0,22.38,6,7.03,29.35,116.58
-27.0,33.9,206.35,20.78,8,43.24,93.01,117.36
-21.83,9.18,0.0,26.01,21,2.41,27.36,111.66
-14.63,10.96,0.0,62.85,21,0.36,27.92,78.53
-41.05,29.28,186.1,88.36,10,40.15,89.78,146.03
-9.41,1.76,206.44,20.39,13,45.58,5.45,83.74
-44.51,16.26,0.0,94.93,3,0.0,51.63,136.34
-30.2,13.29,445.68,28.5,12,96.5,38.46,134.34
-43.9,11.08,0.0,87.36,1,0.0,36.24,122.75
-29.28,10.0,0.0,58.63,22,0.0,36.07,105.22
-23.97,3.2,0.0,72.75,4,0.0,19.05,93.65
-24.53,11.02,394.37,60.85,10,90.14,33.8,133.46
-38.37,1.51,0.0,58.16,5,0.0,0.0,122.09
-19.17,27.33,79.6,86.79,17,15.72,75.49,101.83
-43.21,13.94,0.0,80.47,20,0.88,38.88,157.14
-14.52,15.54,269.41,58.67,9,59.99,40.07,97.57
-7.13,31.28,0.0,28.93,3,0.0,83.14,60.0
-31.41,23.03,98.0,29.23,8,23.14,65.53,122.04
-24.31,0.28,0.0,84.12,5,0.0,0.0,88.77
-29.84,33.01,0.0,62.35,1,0.0,85.36,102.27
-44.73,8.3,200.68,58.53,16,42.17,13.07,173.38
-29.57,3.77,0.0,74.45,4,3.8,13.44,119.37
-13.33,26.88,0.0,88.71,5,0.0,77.31,62.44
-21.16,17.52,330.95,70.31,11,73.85,47.11,123.09
-40.95,15.18,0.0,81.03,22,0.0,48.47,132.68
-11.11,8.73,0.0,81.22,20,4.46,18.45,71.69
-23.76,19.16,313.32,48.5,9,66.6,55.93,111.93
-11.33,9.6,0.0,41.93,21,1.6,27.2,60.0
-21.79,31.56,0.0,84.09,20,0.0,83.92,102.38
-22.61,7.53,0.0,50.17,5,1.56,18.13,84.19
-40.79,30.95,54.5,92.27,7,13.76,83.24,137.75
-38.31,19.58,0.0,25.58,1,0.0,56.34,123.63
-6.12,29.0,185.3,24.66,11,33.3,84.76,68.52
-35.86,24.95,230.61,94.16,12,55.1,67.3,139.71
-5.9,24.38,0.0,71.88,20,0.0,63.99,72.07
-23.72,11.35,0.0,50.37,6,1.47,32.6,102.5
-39.57,8.19,140.46,80.4,9,33.67,13.02,144.76
-41.03,7.38,411.55,73.79,12,88.71,20.87,162.66
-36.65,30.0,83.38,62.5,16,20.41,93.37,152.71
-7.97,28.71,0.0,27.91,20,0.0,76.16,75.87
-28.43,15.42,385.31,84.97,13,86.32,42.11,125.65
-29.18,4.63,0.0,89.28,1,0.08,19.11,92.0
-32.47,13.38,0.0,33.77,21,0.0,41.99,121.3
-39.12,21.68,285.73,88.04,10,63.05,61.08,157.92
-25.49,15.9,0.0,90.23,0,0.0,44.17,81.94
-39.8,27.31,0.0,63.95,18,1.24,69.05,138.32
-11.58,34.92,0.0,72.49,20,1.65,100.72,73.27
-30.18,6.69,0.0,50.58,3,1.38,10.67,105.0
-30.01,16.09,0.0,42.54,18,6.01,32.66,125.1
-26.04,15.08,0.0,77.76,20,0.0,48.27,95.75
-27.23,10.66,387.53,88.95,10,85.15,32.17,126.97
-5.21,6.93,73.33,72.33,7,11.45,24.68,60.0
-23.18,2.3,280.26,60.93,10,67.95,2.02,108.39
-41.47,31.05,0.0,32.71,3,0.0,89.74,129.56
-20.72,14.69,161.12,24.28,16,36.36,38.5,111.41
-38.94,17.39,0.0,55.66,6,0.0,46.73,141.42
-43.76,32.09,64.03,23.95,7,14.34,95.69,143.38
-6.17,27.17,0.0,65.55,2,0.0,75.18,60.0
-14.06,4.57,0.0,50.62,21,3.57,8.62,63.38
-5.8,19.79,0.0,80.58,1,0.0,47.22,60.0
-25.88,15.48,0.0,44.45,22,4.67,45.51,101.92
-23.71,27.9,223.77,67.44,14,45.52,84.48,127.93
-38.27,25.35,0.0,63.01,23,3.9,66.28,127.04
-35.12,24.16,0.0,20.38,21,0.0,71.78,128.7
-11.46,11.92,0.0,25.79,21,0.0,27.72,66.65
-30.75,28.17,0.0,43.23,4,0.0,83.37,112.89
-11.93,1.83,0.0,90.58,23,0.0,5.32,79.61
-16.64,5.59,0.0,31.76,0,0.0,17.26,69.48
-37.91,11.75,0.0,76.87,3,0.0,28.72,132.86
-24.7,2.69,395.94,97.87,14,88.38,9.68,132.74
-17.9,8.22,0.0,83.25,19,0.0,19.43,91.25
-35.6,29.06,0.0,39.44,18,0.21,78.89,135.52
-11.77,33.19,0.0,92.67,2,0.0,83.83,63.45
-23.21,10.66,0.0,27.45,19,2.19,25.22,111.62
-38.39,9.26,348.87,57.45,10,80.95,22.78,154.41
-21.68,9.8,76.29,91.0,16,19.09,29.32,110.62
-5.01,9.72,328.2,71.3,12,71.37,30.79,65.75
-38.98,1.26,172.13,53.09,10,32.99,0.0,157.86
-12.33,32.44,0.0,43.43,1,0.0,89.85,60.0
-36.71,7.48,227.53,50.01,8,49.8,31.06,128.49
-13.7,14.7,0.0,60.72,1,0.0,41.95,62.92
-15.62,0.34,0.0,45.52,20,0.0,0.0,73.99
-32.98,30.03,128.07,97.52,8,33.79,74.01,133.75
-31.97,25.59,200.41,94.65,8,39.48,66.53,126.62
-13.3,33.14,71.31,89.65,7,10.54,87.43,89.54
-26.54,27.36,121.86,53.75,16,29.36,88.48,112.25
-15.77,10.98,0.0,75.3,0,0.0,25.65,66.01
-39.08,8.68,157.63,92.23,10,36.21,24.61,152.74
-10.9,24.42,106.46,88.03,7,29.3,70.6,78.32
-16.56,12.74,109.18,53.15,9,20.53,42.31,104.98
-8.72,19.82,0.0,28.99,6,0.0,55.54,61.21
-39.71,0.22,0.0,26.05,2,2.36,0.0,120.23
-21.28,2.17,0.0,66.17,2,0.0,2.62,87.49
-21.04,18.74,96.4,71.41,17,24.45,54.61,91.7
-30.86,19.81,0.0,87.99,4,0.0,51.36,112.24
-26.66,26.3,407.81,43.4,11,96.79,67.01,134.35
-43.48,4.62,221.24,33.4,11,51.32,9.87,154.58
-15.17,17.96,0.0,50.32,18,0.15,42.34,89.51
-23.03,6.81,0.0,48.29,5,6.84,30.17,107.61
-42.69,3.26,0.0,30.6,1,4.13,12.71,135.2
-17.77,14.37,191.22,73.78,11,43.54,49.96,112.26
-26.33,5.72,0.0,60.7,18,0.0,18.93,124.51
-43.62,7.76,0.0,77.69,4,0.0,30.88,151.67
-6.22,11.11,477.52,48.22,11,109.4,33.31,83.42
-7.04,9.08,234.21,46.06,16,46.33,29.78,78.96
-24.48,3.07,224.06,57.81,16,46.23,0.0,128.49
-41.25,3.15,119.08,90.19,9,22.11,3.33,152.25
-14.82,6.76,0.0,23.22,22,1.61,19.15,66.45
-25.32,1.77,174.57,84.39,16,42.26,5.32,118.11
-32.9,21.93,291.0,49.52,14,67.88,60.95,146.27
-25.34,10.06,299.71,88.37,11,62.52,30.89,121.74
-24.1,9.79,204.27,84.18,15,46.49,30.38,119.61
-22.49,11.62,0.0,47.9,23,0.0,37.73,79.67
-27.35,23.2,0.0,75.51,18,0.0,68.97,130.31
-20.77,30.47,39.01,32.77,7,10.66,92.54,96.95
-8.25,26.57,0.0,91.7,20,4.25,81.67,61.8
-30.51,25.46,165.7,52.36,16,27.86,72.34,129.01
-15.97,16.95,0.0,56.45,22,0.39,59.95,82.83
-9.22,24.28,0.0,76.46,4,5.63,76.14,66.14
-26.76,19.35,0.0,85.67,21,0.93,49.34,99.86
-27.26,7.57,282.89,38.91,15,62.57,23.55,129.82
-20.92,7.3,0.0,72.91,5,0.0,9.38,93.24
-21.34,10.37,41.28,51.36,7,14.6,18.99,95.32
-12.74,31.88,79.52,49.5,17,15.43,86.27,78.7
-25.94,19.16,245.11,75.2,11,53.52,48.4,130.78
-5.16,25.69,411.69,50.97,14,88.69,68.97,77.55
-42.62,12.13,96.81,47.69,8,21.73,35.93,155.95
-44.87,14.27,378.37,86.87,12,88.94,47.31,172.67
-19.39,4.39,145.88,28.1,14,28.47,19.32,114.49
-33.06,6.0,216.49,74.07,9,48.08,19.28,132.32
-35.38,28.96,243.17,39.9,15,55.06,74.57,142.35
-32.52,20.47,0.0,21.24,6,0.0,53.97,111.78
-34.76,11.81,154.64,33.34,16,33.78,36.89,138.28
-43.77,28.1,0.0,68.53,22,7.41,73.72,142.12
-6.14,8.63,0.0,76.73,20,0.0,16.56,74.03
-36.17,34.16,0.0,21.68,21,0.0,98.6,134.58
-15.64,12.07,0.0,22.91,6,1.0,33.51,84.91
-14.5,11.81,449.07,92.2,13,97.29,31.8,115.08
-7.83,10.92,320.38,25.86,14,82.03,37.23,86.16
-43.78,4.27,0.0,91.53,20,2.19,18.49,135.33
-10.12,3.89,0.0,38.25,6,0.0,21.58,86.97
-23.91,22.68,162.42,79.2,8,26.39,59.6,115.52
